simulation_time,driving,break,on shift break,idle,charging,reposition
299700,30,0,0,2,10,0
300600,28,0,0,5,11,0
301500,26,0,0,0,16,0
302400,22,0,0,3,22,0
303300,25,0,0,0,21,0
304200,21,0,0,1,18,0
305100,31,0,0,0,12,0
306000,29,0,0,0,15,0
306900,28,0,0,1,12,0
307800,32,0,0,0,8,0
308700,34,0,0,0,11,0
309600,32,0,0,1,9,0
310500,29,0,0,1,15,0
311400,26,0,0,0,18,0
312300,26,0,0,1,12,0
313200,29,0,0,1,11,0
314100,38,0,0,0,10,0
315000,32,0,0,0,13,0
315900,26,0,0,1,12,0
316800,25,0,0,1,10,0
317700,29,0,0,3,13,0
318600,25,0,0,4,16,0
319500,21,0,0,1,19,0
320400,21,0,0,2,18,0
321300,24,0,0,1,17,0
322200,23,0,0,0,17,0
323100,30,0,0,0,11,0
324000,25,0,0,2,15,0
324900,29,0,0,0,15,0
325800,29,0,0,0,15,0
326700,30,0,0,0,14,0
327600,29,0,0,0,7,0
328500,33,0,0,0,10,0
329400,31,0,0,1,7,0
330300,36,0,0,0,6,0
331200,28,0,0,0,12,0
332100,24,0,0,0,13,0
333000,28,0,0,0,15,0
333900,23,0,0,1,19,0
334800,23,0,0,0,23,0
335700,19,0,0,0,20,0
336600,20,0,0,0,17,0
337500,28,0,0,1,16,0
338400,30,0,0,1,8,0
339300,29,0,0,1,10,0
340200,28,0,0,1,9,0
341100,29,0,0,1,11,0
342000,28,0,0,1,11,0
342900,28,0,0,3,13,0
343800,26,0,0,5,14,0
344700,23,0,0,13,11,0
345600,18,0,0,22,8,0
346500,7,0,0,37,5,0
347400,4,0,0,42,2,0
348300,6,0,0,42,1,0
349200,4,0,0,44,0,0
350100,1,0,0,48,1,0
351000,2,0,0,47,1,0
351900,0,0,0,50,0,0
352800,1,0,0,49,0,0
353700,1,0,0,48,1,0
354600,0,0,0,49,1,0
355500,0,0,0,49,1,0
356400,0,0,0,49,1,0
357300,1,0,0,49,0,0
358200,0,0,0,50,0,0
359100,0,0,0,50,0,0
360000,0,0,0,50,0,0
360900,0,0,0,50,0,0
361800,0,0,0,50,0,0
362700,0,0,0,50,0,0
363600,0,0,0,50,0,0
364500,2,0,0,48,0,0
365400,0,0,0,50,0,0
366300,1,0,0,48,0,0
367200,1,0,0,48,0,0
368100,12,0,0,36,1,0
369000,11,0,0,32,6,0
369900,11,0,0,33,5,0
370800,19,0,0,23,7,0
371700,26,0,0,13,7,0
372600,24,0,0,7,14,0
373500,20,0,0,7,17,0
374400,25,0,0,2,19,0
375300,30,0,0,2,13,0
376200,24,0,0,1,19,0
377100,23,0,0,1,19,0
378000,26,0,0,0,20,0
378900,25,0,0,1,15,0
379800,32,0,0,1,8,0
380700,31,0,0,1,8,0
381600,28,0,0,2,8,0
382500,31,0,0,3,10,0
383400,28,0,0,5,11,0
384300,30,0,0,3,10,0
385200,30,0,0,3,10,0
386100,33,0,0,1,12,0
387000,32,0,0,1,11,0
387900,21,0,0,3,21,0
388800,25,0,0,1,20,0
389700,24,0,0,2,17,0
390600,26,0,0,2,16,0
391500,25,0,0,0,13,0
392400,28,0,0,0,14,0
393300,30,0,0,0,12,0
394200,33,0,0,0,9,0
395100,28,0,0,0,10,0
396000,27,0,0,1,13,0
396900,28,0,0,1,12,0
397800,31,0,0,1,13,0
398700,27,0,0,0,12,0
399600,28,0,0,0,15,0
400500,28,0,0,0,15,0
401400,28,0,0,0,13,0
402300,32,0,0,0,12,0
403200,30,0,0,2,7,0
404100,30,0,0,0,10,0
405000,24,0,0,2,20,0
405900,23,0,0,2,18,0
406800,23,0,0,0,14,0
407700,30,0,0,0,14,0
408600,32,0,0,1,9,0
409500,30,0,0,1,16,0
410400,26,0,0,2,19,0
411300,30,0,0,0,15,0
412200,28,0,0,0,15,0
413100,32,0,0,3,6,0
414000,37,0,0,0,7,0
414900,33,0,0,0,9,0
415800,30,0,0,0,11,0
416700,31,0,0,1,11,0
417600,30,0,0,1,11,0
418500,34,0,0,1,10,0
419400,29,0,0,0,12,0
420300,22,0,0,0,20,0
421200,27,0,0,1,20,0
422100,21,0,0,0,22,0
423000,23,0,0,1,23,0
423900,33,0,0,0,13,0
424800,29,0,0,1,12,0
425700,29,0,0,3,8,0
426600,37,0,0,0,7,0
427500,25,0,0,1,14,0
428400,28,0,0,2,10,0
429300,28,0,0,2,10,0
430200,22,0,0,18,8,0
431100,16,0,0,27,6,0
